ID,line,path,eva_nr,category,station,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,departure_delay_m,info,arrival_delay_check,departure_delay_check
2101317462792319484-2407080019-1,66,,8000294,2,Osnabrück Hbf,Niedersachsen,Osnabrück,49074,8.061781,52.272851,,2024-07-08 00:19:00,,2024-07-08 00:19:00,0,0,,on_time,on_time
-5464253150860334606-2407072327-4,EV,Stubben|Lübberstedt|Oldenbüttel,8004702,4,Osterholz-Scharmbeck,Niedersachsen,Osterholz-Scharmbeck,27711,8.797434,53.222776,2024-07-08 00:09:00,2024-07-08 00:09:00,,,0,0,,on_time,on_time
-4679947521529972973-2407080008-12,6,Mainz Hbf|Mainz Römisches Theater|Mainz-Laubenheim|Bodenheim|Nackenheim|Nierstein|Oppenheim|Dienheim|Guntersblum|Alsheim|Mettenheim,8004714,4,Osthofen,Rheinland-Pfalz,Osthofen,67574,8.325988,49.705423,2024-07-08 00:45:00,2024-07-08 00:45:00,2024-07-08 00:45:00,2024-07-08 00:45:00,0,0,Information,on_time,on_time
-5194156004862660093-2407072125-30,8,Wismar|Dorf Mecklenburg|Bad Kleinen|Lübstorf|Schwerin Hbf|Schwerin Mitte|Schwerin Süd|Holthusen|Sülstorf|Rastow|Lüblow(Meckl)|Ludwigslust|Grabow(Meckl)|Karstädt|Wittenberge|Bad Wilsnack|Glöwen|Breddin|Neustadt(Dosse)|Friesack(Mark)|Paulinenaue|Nauen|Falkensee|Berlin-Spandau|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße|Berlin Alexanderplatz|Berlin Ostbahnhof,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:55:00,2024-07-08 00:57:00,2024-07-08 00:55:00,2024-07-08 00:57:00,0,0,,on_time,on_time
5513112607881645646-2407072304-10,7,Lübben(Spreewald)|Schönwalde(Spreewald)|Brand Tropical Islands|Oderin|Halbe|Groß Köris|Bestensee|Zeesen|Königs Wusterhausen,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:05:00,2024-07-08 00:06:00,2024-07-08 00:07:00,2024-07-08 00:08:00,2,2,,on_time,on_time
2001635860734548872-2407072324-11,1,Frankfurt(Oder)|Frankfurt(Oder)-Rosengarten|Pillgram|Jacobsdorf(Mark)|Briesen(Mark)|Berkenbrück|Fürstenwalde(Spree)|Hangelsberg|Fangschleuse|Erkner,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:23:00,2024-07-08 00:25:00,2024-07-08 00:24:00,2024-07-08 00:26:00,1,1,,on_time,on_time
6182068753204726904-2407072344-2,8,Flughafen BER,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:00:00,2024-07-08 00:02:00,2024-07-08 00:03:00,2024-07-08 00:04:00,3,2,,on_time,on_time
1608799031198059101-2407080040-2,8,Flughafen BER,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:56:00,2024-07-08 00:58:00,2024-07-08 00:56:00,2024-07-08 00:58:00,0,0,,on_time,on_time
7251022928272275067-2407072206-22,1,Magdeburg Hbf|Magdeburg-Neustadt|Burg(Magdeburg)|Güsen(b Genthin)|Genthin|Wusterwitz|Kirchmöser|Brandenburg Hbf|Götz|Groß Kreutz|Werder(Havel)|Potsdam Park Sanssouci|Potsdam Charlottenhof|Potsdam Hbf|Berlin-Wannsee|Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße|Berlin Alexanderplatz|Berlin Ostbahnhof,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:12:00,2024-07-08 00:14:00,2024-07-08 00:12:00,2024-07-08 00:14:00,0,0,,on_time,on_time
-5353275084219714352-2407072302-17,2,Cottbus Hbf|Kolkwitz|Kunersdorf|Vetschau|Raddusch|Lübbenau(Spreewald)|Lübben(Spreewald)|Lubolz|Schönwalde(Spreewald)|Brand Tropical Islands|Oderin|Halbe|Groß Köris|Bestensee|Zeesen|Königs Wusterhausen,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:30:00,2024-07-08 00:32:00,2024-07-08 00:32:00,2024-07-08 00:33:00,2,1,,on_time,on_time
-6259878740205952669-2407072308-14,2,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld|Albrechtshof|Berlin-Spandau|Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße|Berlin Alexanderplatz|Berlin Ostbahnhof,8011162,2,Berlin Ostkreuz,Berlin,Berlin,10245,13.469105,52.503037,2024-07-08 00:06:00,2024-07-08 00:08:00,2024-07-08 00:07:00,2024-07-08 00:08:00,1,0,,on_time,on_time
-3390013903921837926-2407080013-20,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Ottensen|Hamburg-Bahrenfeld,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:57:00,2024-07-08 00:58:00,,,0,0,,on_time,on_time
-3521475736976801889-2407080008-23,1,Hamburg-Poppenbüttel|Hamburg-Wellingsbüttel|Hamburg Hoheneichen|Hamburg Kornweg(Klein Borstel)|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Ottensen|Hamburg-Bahrenfeld,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:57:00,2024-07-08 00:58:00,,,0,0,,on_time,on_time
-5006626778859705318-2407072348-23,1,Hamburg-Poppenbüttel|Hamburg-Wellingsbüttel|Hamburg Hoheneichen|Hamburg Kornweg(Klein Borstel)|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Ottensen|Hamburg-Bahrenfeld,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:37:00,2024-07-08 00:38:00,2024-07-08 00:39:00,2024-07-08 00:39:00,2,1,,on_time,on_time
-9007562312501070911-2407072333-20,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Ottensen|Hamburg-Bahrenfeld,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:17:00,2024-07-08 00:18:00,2024-07-08 00:22:00,2024-07-08 00:22:00,5,4,,on_time,on_time
-1178631155959872738-2407072328-23,1,Hamburg-Poppenbüttel|Hamburg-Wellingsbüttel|Hamburg Hoheneichen|Hamburg Kornweg(Klein Borstel)|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Ottensen|Hamburg-Bahrenfeld,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:17:00,2024-07-08 00:18:00,2024-07-08 00:22:00,2024-07-08 00:22:00,5,4,,on_time,on_time
3534916180088668718-2407080003-8,1,Wedel(Holst)|Hamburg-Rissen|Hamburg-Sülldorf|Hamburg-Iserbrook|Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:24:00,2024-07-08 00:24:00,2024-07-08 00:24:00,2024-07-08 00:24:00,0,0,,on_time,on_time
3945870737082109061-2407072353-20,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Ottensen|Hamburg-Bahrenfeld,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:37:00,2024-07-08 00:38:00,2024-07-08 00:39:00,2024-07-08 00:39:00,2,1,,on_time,on_time
-1093508172194817351-2407072343-8,1,Wedel(Holst)|Hamburg-Rissen|Hamburg-Sülldorf|Hamburg-Iserbrook|Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek,8004719,4,Othmarschen,Hamburg,Hamburg,22605,9.885967,53.559233,2024-07-08 00:04:00,2024-07-08 00:04:00,2024-07-08 00:05:00,2024-07-08 00:06:00,1,2,,on_time,on_time
6042821254424532039-2407080007-16,8,"Tullastraße/Alter Schlachthof, Karlsruhe|Gottesauer Platz/BGV, Karlsruhe|Durlacher Tor/KIT-Campus Süd (U), Karlsruhe|Kronenplatz (U), Karlsruhe|Marktplatz (Pyramide U), Karlsruhe|Ettlinger Tor/Staatstheater (U), Karlsruhe|Kongresszentrum (U), Karlsruhe|Augartenstraße, Karlsruhe|Poststraße, Karlsruhe|Karlsruhe Bahnhofsvorplatz|Karlsruhe Albtalbahnhof|Forchheim(b Karlsruhe)|Durmersheim Nord|Durmersheim|Bietigheim(Baden)",8004636,4,Ötigheim,Baden-Württemberg,Ötigheim,76470,8.240582,48.888526,2024-07-08 00:41:00,2024-07-08 00:42:00,2024-07-08 00:41:00,2024-07-08 00:42:00,0,0,,on_time,on_time
2688663987559130320-2407072202-47,8,Bondorf(b Herrenberg)|Ergenzingen|Eutingen im Gäu|Eutingen Nord|Hochdorf(b Horb)|Horb-Heiligenfeld|Bittelbronn|Schopfloch(b Freudenstadt)|Dornstetten|Dornstetten-Aach|Grüntal-Wittlensweiler|Freudenstadt Hbf|Freudenstadt Industriegebiet|Freudenstadt Schulzentrum|Freudenstadt Stadt|Friedrichstal b Freudenstadt|Baiersbronn Bf|Baiersbronn Schule|Klosterreichenbach|Heselbach|Röt|Huzenbach|Schwarzenberg|Schönmünzach|Kirschbaumwasen|Raumünzach|Forbach(Schwarzw)|Gausbach|Langenbrand|Au im Murgtal|Weisenbach|Hilpertsau|Obertsrot|Gernsbach Mitte|Gernsbach Bf|Hörden|Ottenau|Gaggenau Mercedes-Benz Werk|Gaggenau Bf|Bad Rotenfels Weinbrennerstraße|Bad Rotenfels Bf|Bad Rotenfels Schloss|Bischweier|Kuppenheim|Rastatt Beinle|Rastatt,8004636,4,Ötigheim,Baden-Württemberg,Ötigheim,76470,8.240582,48.888526,2024-07-08 00:25:00,2024-07-08 00:26:00,2024-07-08 00:25:00,2024-07-08 00:26:00,0,0,,on_time,on_time
1728652135497352871-2407072251-28,3,Maisach|Gernlinden|Esting|Olching|Gröbenzell|München-Lochhausen|München-Langwied|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München St.Martin-Str.|München-Giesing|München-Fasangarten|Fasanenpark|Unterhaching|Taufkirchen|Furth(b Deisenhofen)|Deisenhofen|Sauerlach,8004726,5,Otterfing,Bayern,Otterfing,83624,11.682121,47.911387,2024-07-08 00:02:00,2024-07-08 00:02:00,2024-07-08 00:04:00,2024-07-08 00:04:00,2,2,Bauarbeiten,on_time,on_time
-2812239724844619200-2407080018-2,3,Holzkirchen,8004726,5,Otterfing,Bayern,Otterfing,83624,11.682121,47.911387,2024-07-08 00:20:00,2024-07-08 00:21:00,2024-07-08 00:20:00,2024-07-08 00:21:00,0,0,Bauarbeiten,on_time,on_time
-8690324365426396718-2407072304-30,3,Mammendorf|Malching(Oberbay)|Maisach|Gernlinden|Esting|Olching|Gröbenzell|München-Lochhausen|München-Langwied|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München St.Martin-Str.|München-Giesing|München-Fasangarten|Fasanenpark|Unterhaching|Taufkirchen|Furth(b Deisenhofen)|Deisenhofen|Sauerlach,8004726,5,Otterfing,Bayern,Otterfing,83624,11.682121,47.911387,2024-07-08 00:22:00,2024-07-08 00:22:00,2024-07-08 00:22:00,2024-07-08 00:23:00,0,1,Bauarbeiten,on_time,on_time
-2129993292912858999-2407080056-2,3,Holzkirchen,8004726,5,Otterfing,Bayern,Otterfing,83624,11.682121,47.911387,2024-07-08 00:59:00,2024-07-08 00:59:00,,,0,0,Bauarbeiten,on_time,on_time
-4260948404223494624-2407072337-12,RB41,Hamburg Hbf|Hamburg-Harburg|Hittfeld|Klecken|Buchholz(Nordheide)|Sprötze|Tostedt|Lauenbrück|Scheeßel|Rotenburg(Wümme)|Sottrum,8004728,5,Ottersberg (Han),Niedersachsen,Ottersberg,28870,9.13315,53.096853,2024-07-08 00:46:00,2024-07-08 00:46:00,2024-07-08 00:46:00,2024-07-08 00:46:00,0,0,,on_time,on_time
9095766634084152066-2407080015-4,RB41,Bremen Hbf|Bremen-Oberneuland|Sagehorn,8004728,5,Ottersberg (Han),Niedersachsen,Ottersberg,28870,9.13315,53.096853,2024-07-08 00:32:00,2024-07-08 00:33:00,2024-07-08 00:32:00,2024-07-08 00:33:00,0,0,,on_time,on_time
-551609556134806098-2407072335-24,1,Wiesbaden Hbf|Wiesbaden Ost|Mainz-Kastel|Hochheim(Main)|Flörsheim(Main)|Eddersheim|Hattersheim(Main)|Frankfurt-Sindlingen|Frankfurt-Höchst Farbwerke|Frankfurt-Höchst|Frankfurt-Nied|Frankfurt-Griesheim|Frankfurt Hbf (tief)|Frankfurt(M)Taunusanlage|Frankfurt(M)Hauptwache|Frankfurt(M)Konstablerwache|Frankfurt(M)Ostendstraße|Frankfurt(M)Mühlberg|Offenbach(Main) Kaiserlei|Offenbach(Main) Ledermuseum|Offenbach(Main) Marktplatz|Offenbach(Main)Ost|Offenbach-Bieber,8004640,5,Offenbach-Waldhof,Hessen,Offenbach (Main),63073,8.828938,50.081691,2024-07-08 00:42:00,2024-07-08 00:43:00,2024-07-08 00:42:00,2024-07-08 00:43:00,0,0,,on_time,on_time
1198983064235434264-2407072305-24,1,Wiesbaden Hbf|Wiesbaden Ost|Mainz-Kastel|Hochheim(Main)|Flörsheim(Main)|Eddersheim|Hattersheim(Main)|Frankfurt-Sindlingen|Frankfurt-Höchst Farbwerke|Frankfurt-Höchst|Frankfurt-Nied|Frankfurt-Griesheim|Frankfurt Hbf (tief)|Frankfurt(M)Taunusanlage|Frankfurt(M)Hauptwache|Frankfurt(M)Konstablerwache|Frankfurt(M)Ostendstraße|Frankfurt(M)Mühlberg|Offenbach(Main) Kaiserlei|Offenbach(Main) Ledermuseum|Offenbach(Main) Marktplatz|Offenbach(Main)Ost|Offenbach-Bieber,8004640,5,Offenbach-Waldhof,Hessen,Offenbach (Main),63073,8.828938,50.081691,2024-07-08 00:12:00,2024-07-08 00:13:00,2024-07-08 00:13:00,2024-07-08 00:13:00,1,0,,on_time,on_time
1297549553344004528-2407072358-9,1,Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of),8004640,5,Offenbach-Waldhof,Hessen,Offenbach (Main),63073,8.828938,50.081691,2024-07-08 00:17:00,2024-07-08 00:17:00,2024-07-08 00:17:00,2024-07-08 00:18:00,0,1,,on_time,on_time
8671846239762851498-2407080028-9,1,Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of),8004640,5,Offenbach-Waldhof,Hessen,Offenbach (Main),63073,8.828938,50.081691,2024-07-08 00:47:00,2024-07-08 00:47:00,2024-07-08 00:47:00,2024-07-08 00:48:00,0,1,,on_time,on_time
8366045368564222798-2407072324-28,7,Wolfratshausen|Icking|Ebenhausen-Schäftlarn|Hohenschäftlarn|Baierbrunn|Buchenhain|Höllriegelskreuth|Pullach|Großhesselohe Isartalbf|München-Solln|München Siemenswerke|München-Mittersendling|München Harras|München Heimeranplatz|München Donnersbergerbrücke|München Hackerbrücke|München Hbf (tief)|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München St.Martin-Str.|München-Giesing|München-Perlach|München-Neuperlach Süd|Neubiberg,8004733,5,Ottobrunn,Bayern,Ottobrunn,85521,11.677795,48.063692,2024-07-08 00:33:00,2024-07-08 00:33:00,2024-07-08 00:33:00,2024-07-08 00:34:00,0,1,,on_time,on_time
385636272644229531-2407080011-6,7,Aying|Dürrnhaar|Höhenkirchen-Siegertsbrunn|Wächterhof|Hohenbrunn,8004733,5,Ottobrunn,Bayern,Ottobrunn,85521,11.677795,48.063692,2024-07-08 00:27:00,2024-07-08 00:28:00,2024-07-08 00:28:00,2024-07-08 00:29:00,1,1,,on_time,on_time
4374031481608061294-2407072351-12,73,Saarbrücken Hbf|Jägersfreude|Dudweiler|Sulzbach(Saar)|Sulzbach(Saar)Altenwald|Friedrichsthal(Saar)|Friedrichsthal(Saar) Mitte|Bildstock|Landsweiler-Reden|Neunkirchen(Saar)Hbf|Wiebelskirchen,8000875,5,Ottweiler (Saar),Saarland,Ottweiler (Saar),66564,7.166133,49.402337,2024-07-08 00:22:00,2024-07-08 00:23:00,2024-07-08 00:32:00,2024-07-08 00:33:00,10,10,,delay,delay
-5533666153178315582-2407080015-9,73,Türkismühle|Walhausen(Saar)|Namborn|Hofeld|Baltersweiler|St Wendel|Oberlinxweiler|Niederlinxweiler,8000875,5,Ottweiler (Saar),Saarland,Ottweiler (Saar),66564,7.166133,49.402337,2024-07-08 00:50:00,2024-07-08 00:50:00,2024-07-08 00:50:00,2024-07-08 00:50:00,0,0,,on_time,on_time
7466278465561204129-2407072355-4,3,Neubrücke(Nahe)|Türkismühle|St Wendel,8000875,5,Ottweiler (Saar),Saarland,Ottweiler (Saar),66564,7.166133,49.402337,2024-07-08 00:18:00,2024-07-08 00:19:00,2024-07-08 00:18:00,2024-07-08 00:19:00,0,0,,on_time,on_time
-2256648954726171797-2407072321-10,25,Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln Trimbornstr|Köln Frankfurter Straße|Rösrath-Stümpen|Rösrath|Hoffnungsthal|Honrath,8004739,5,Overath,Nordrhein-Westfalen,Overath,51491,7.288817,50.93273,2024-07-07 23:59:00,2024-07-08 00:00:00,2024-07-07 23:59:00,2024-07-08 00:00:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
1838600143176975025-2407072351-10,25,Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln Trimbornstr|Köln Frankfurter Straße|Rösrath-Stümpen|Rösrath|Hoffnungsthal|Honrath,8004739,5,Overath,Nordrhein-Westfalen,Overath,51491,7.288817,50.93273,2024-07-08 00:29:00,2024-07-08 00:30:00,2024-07-08 00:29:00,2024-07-08 00:31:00,0,1,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
6149741690427381075-2407080021-10,25,Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln Trimbornstr|Köln Frankfurter Straße|Rösrath-Stümpen|Rösrath|Hoffnungsthal|Honrath,8004739,5,Overath,Nordrhein-Westfalen,Overath,51491,7.288817,50.93273,2024-07-08 00:59:00,2024-07-08 01:00:00,2024-07-08 00:59:00,2024-07-08 01:00:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
1526033066772914430-2407072335-4,RE74,Husum|Jübek|Schleswig,8004741,5,Owschlag,Schleswig-Holstein,Owschlag,24811,9.590516,54.392595,2024-07-08 00:15:00,2024-07-08 00:15:00,2024-07-08 00:15:00,2024-07-08 00:15:00,0,0,,on_time,on_time
9109061399215814790-2407080007-4,RE74,Kiel-Hassee CITTI-PARK|Felde|Rendsburg,8004741,5,Owschlag,Schleswig-Holstein,Owschlag,24811,9.590516,54.392595,2024-07-08 00:44:00,2024-07-08 00:44:00,2024-07-08 00:44:00,2024-07-08 00:44:00,0,0,,on_time,on_time
5993606542924174110-2407072243-8,7,Hamburg Hbf|Hamburg Dammtor|Pinneberg|Elmshorn|Neumünster|Nortorf|Rendsburg,8004741,5,Owschlag,Schleswig-Holstein,Owschlag,24811,9.590516,54.392595,2024-07-08 00:10:00,2024-07-08 00:12:00,2024-07-08 00:10:00,2024-07-08 00:12:00,0,0,,on_time,on_time
-6725426308915019299-2407080015-1,89,,8000297,2,Paderborn Hbf,Nordrhein-Westfalen,Paderborn,33102,8.740505,51.712979,,2024-07-08 00:15:00,,,0,0,,on_time,on_time
-1308595689782672773-2407080000-21,2,Blankenfelde (S)|Mahlow|Berlin-Lichtenrade|Berlin Schichauweg|Berlin Buckower Chaussee|Berlin-Marienfelde|Berlin Attilastr.|Berlin Priesterweg|Berlin Südkreuz (S)|Berlin Yorckstr.(S2)|Berlin Anhalter Bf|Berlin Potsdamer Platz (S)|Berlin Brandenburger Tor|Berlin Friedrichstraße (S)|Berlin Oranienburger Straße|Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.|Berlin-Pankow,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:55:00,2024-07-08 00:55:00,2024-07-08 00:55:00,2024-07-08 00:55:00,0,0,,on_time,on_time
-5016423122386993955-2407072329-17,8,Berlin-Grünau|Berlin-Adlershof|Berlin-Johannisthal|Berlin-Schöneweide (S)|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Ostkreuz (S)|Berlin Frankfurter Allee|Berlin Storkower Str|Berlin Landsberger Allee|Berlin Greifswalder Str|Berlin Prenzlauer Allee|Berlin Schönhauser Allee|Berlin Bornholmer Str.|Berlin-Pankow,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:09:00,2024-07-08 00:10:00,2024-07-08 00:09:00,2024-07-08 00:10:00,0,0,,on_time,on_time
3983164985221343074-2407072340-21,2,Blankenfelde (S)|Mahlow|Berlin-Lichtenrade|Berlin Schichauweg|Berlin Buckower Chaussee|Berlin-Marienfelde|Berlin Attilastr.|Berlin Priesterweg|Berlin Südkreuz (S)|Berlin Yorckstr.(S2)|Berlin Anhalter Bf|Berlin Potsdamer Platz (S)|Berlin Brandenburger Tor|Berlin Friedrichstraße (S)|Berlin Oranienburger Straße|Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.|Berlin-Pankow,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:33:00,2024-07-08 00:33:00,2024-07-08 00:33:00,2024-07-08 00:33:00,0,0,,on_time,on_time
-499427496553395051-2407080025-2,8,Berlin-Blankenburg,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:27:00,2024-07-08 00:27:00,,,0,0,,on_time,on_time
1523711802490226836-2407080023-8,2,Bernau (S)|Bernau-Friedenstal|Zepernick(Bernau)|Röntgental|Berlin-Buch|Berlin-Karow|Berlin-Blankenburg,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:42:00,2024-07-08 00:43:00,2024-07-08 00:42:00,2024-07-08 00:43:00,0,0,,on_time,on_time
-5738915798531129536-2407072343-8,2,Bernau (S)|Bernau-Friedenstal|Zepernick(Bernau)|Röntgental|Berlin-Buch|Berlin-Karow|Berlin-Blankenburg,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:02:00,2024-07-08 00:03:00,2024-07-08 00:05:00,2024-07-08 00:05:00,3,2,,on_time,on_time
7453506468933069990-2407080005-2,8,Berlin-Blankenburg,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:07:00,2024-07-08 00:07:00,2024-07-08 00:08:00,2024-07-08 00:09:00,1,2,,on_time,on_time
-8301379295245375921-2407080003-8,2,Bernau (S)|Bernau-Friedenstal|Zepernick(Bernau)|Röntgental|Berlin-Buch|Berlin-Karow|Berlin-Blankenburg,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:22:00,2024-07-08 00:23:00,2024-07-08 00:24:00,2024-07-08 00:24:00,2,1,,on_time,on_time
-2105664261925506836-2407072349-17,8,Berlin-Grünau|Berlin-Adlershof|Berlin-Johannisthal|Berlin-Schöneweide (S)|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Ostkreuz (S)|Berlin Frankfurter Allee|Berlin Storkower Str|Berlin Landsberger Allee|Berlin Greifswalder Str|Berlin Prenzlauer Allee|Berlin Schönhauser Allee|Berlin Bornholmer Str.|Berlin-Pankow,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:29:00,2024-07-08 00:30:00,2024-07-08 00:29:00,2024-07-08 00:30:00,0,0,,on_time,on_time
-4818159422843870228-2407072320-21,2,Blankenfelde (S)|Mahlow|Berlin-Lichtenrade|Berlin Schichauweg|Berlin Buckower Chaussee|Berlin-Marienfelde|Berlin Attilastr.|Berlin Priesterweg|Berlin Südkreuz (S)|Berlin Yorckstr.(S2)|Berlin Anhalter Bf|Berlin Potsdamer Platz (S)|Berlin Brandenburger Tor|Berlin Friedrichstraße (S)|Berlin Oranienburger Straße|Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.|Berlin-Pankow,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-08 00:13:00,2024-07-08 00:13:00,2024-07-08 00:13:00,2024-07-08 00:13:00,0,0,,on_time,on_time
